sentencia,razon
T-182/96,no_pasa_prefiltro_keywords
T-097/23,sin_texto_o_url_no_resuelve
T-1161/08,"llm_no_pertinente: El caso trata sobre pensión de sobrevivientes (sustitución pensional) y descuentos en mesadas pensionales, lo cual es materia de seguridad social pensional, no de derecho laboral individual."
T-300/93,no_pasa_prefiltro_keywords
T-711/16,no_pasa_prefiltro_keywords
T-370/22,"llm_no_pertinente: El caso trata sobre un dictamen de Junta de Calificación de Invalidez, que es materia de seguridad social (pensión de invalidez), no de derecho laboral individual."
T-281/20,"llm_no_pertinente: El tema central es pensión de vejez y seguridad social pensional, no relación laboral individual regida por CST."
T-542/13,"llm_no_pertinente: El caso trata sobre pensión sustitutiva (pensión de sobrevivientes), que es materia de seguridad social pensional, no de derecho laboral individual."
T-698/16,no_pasa_prefiltro_keywords
T-030/98,"llm_no_pertinente: El accionante es empleado público municipal (vinculado con el Alcalde/administración municipal) bajo régimen administrativo, no bajo CST; la controversia se rige por jurisdicción administrativa, no laboral individual ordinaria."
T-304/93,llm_no_pertinente: El fragmento trata sobre legitimación procesal en tutela y competencia de juntas de acción comunal; no versa sobre relación laboral individual regida por CST.
T-116/25,llm_no_pertinente: El caso trata sobre responsabilidad patrimonial del Estado por privación injusta de la libertad y desconocimiento de precedentes judiciales; no versa sobre una relación laboral individual regida por el CST.
T-548/09,no_pasa_prefiltro_keywords
T-334/09,"llm_no_pertinente: El accionante es trabajador independiente y el litigio es contra una EPS por cobertura de licencia de enfermedad/maternidad, lo que constituye seguridad social en salud, no relación laboral individual regida por CST."
T-339/09,no_pasa_prefiltro_keywords
T-935/14,"llm_no_pertinente: El tema central es pensión de sobrevivientes (seguridad social), no relación laboral individual. Además, el vínculo es de empleado público estatutario (Fondo de Prestaciones Sociales del Magisterio), regido por régimen especial, no por CST."
T-586A/11,sin_texto_o_url_no_resuelve
T-514/17,"llm_no_pertinente: El caso trata sobre homicidio y responsabilidad del Estado (acción de reparación directa), no sobre relación laboral individual regida por el CST."
T-460/00,no_pasa_prefiltro_keywords
T-525/10,"llm_no_pertinente: El caso trata sobre pago de subsidio familiar, que es prestación de seguridad social, no una acreencia laboral individual del CST"
T-079/02,"llm_no_pertinente: El caso trata sobre nombramiento en carrera judicial (función pública, régimen estatutario), no relación laboral individual regida por CST."
T-237/07,"llm_no_pertinente: El tema central es pensión de vejez (seguridad social pensional), no relación laboral individual regida por CST."
T-1131/01,"llm_no_pertinente: Vínculo de empleado público bajo régimen estatutario (docentes en propiedad); el caso trata sobre actos administrativos y acción de lesividad, no sobre relación laboral individual regida por CST."
T-391/11,"llm_no_pertinente: El tema central es pensión de invalidez para miembros de la Fuerza Pública, que es seguridad social, no relación laboral individual bajo CST."
T-188/11,"llm_no_pertinente: El tema central es pensión de invalidez (seguridad social), no una relación laboral individual regida por el CST."
T-1095/07,no_pasa_prefiltro_keywords
T-439/20,no_pasa_prefiltro_keywords
T-380/05,no_pasa_prefiltro_keywords
T-1028/01,no_pasa_prefiltro_keywords
T-843/06,"llm_no_pertinente: El caso trata sobre un proceso ejecutivo hipotecario y cuestiones de debido proceso judicial, no sobre una relación laboral individual regida por el Código Sustantivo del Trabajo."
T-1282/00,"llm_no_pertinente: El accionante es docente del sector público (Departamento del Magdalena) bajo régimen estatutario/administrativo, no bajo CST; el caso trata de salarios adeudados pero el vínculo es de empleado público, no de trabajador regido por derecho laboral individual común."
T-352/94,no_pasa_prefiltro_keywords
T-836/14,no_pasa_prefiltro_keywords
T-447/20,"llm_no_pertinente: El tema central es sustitución pensional (seguridad social), no relación laboral individual regida por CST."
T-004/00,"llm_no_pertinente: El accionante es empleado público (Juez de Instrucción Criminal) vinculado a la Rama Judicial bajo régimen estatutario/administrativo, no regido por CST sino por normas de carrera judicial y función pública."
T-022/25,"llm_no_pertinente: El caso central es calificación de pérdida de capacidad laboral ante la Junta Nacional de Calificación de Invalidez, que es materia de seguridad social (invalidez), no una relación laboral individual regida por el CST."
T-807/04,no_pasa_prefiltro_keywords
T-270/95,"llm_no_pertinente: El accionante es empleado público judicial (juez) regido por régimen estatutario/administrativo de la Rama Judicial, no por CST. El litigio versa sobre condiciones de trabajo y reubicación en función pública, no sobre relación laboral individual CST."
T-285/21,no_pasa_prefiltro_keywords
T-074/18,no_pasa_prefiltro_keywords
T-906/04,no_pasa_prefiltro_keywords
T-1135/01,"llm_no_pertinente: El caso trata sobre acceso a servicios de salud y autorización de procedimientos médicos contra una entidad de salud (EPS/Sisben), no sobre una relación laboral individual regida por el CST."
T-661/14,"llm_no_pertinente: El caso trata sobre nulidades procesales y procedimiento de la acción de tutela, no sobre relación laboral individual regida por el CST."
T-846/08,"llm_no_pertinente: El tema central es seguridad social en salud (pago de incapacidad laboral reclamado contra ISS EPS), no una relación laboral individual regida por el CST. Además, el accionante es trabajador independiente sin empleador."
T-422/99,"llm_no_pertinente: El tema central es pensión de jubilación y derecho al pago de mesadas pensionales, que constituye materia de seguridad social en pensiones, no derecho laboral individual."
T-345/10,"llm_no_pertinente: El caso trata sobre cumplimiento de sentencia que ordenó reliquidar pensión de jubilación; la pensión es materia de seguridad social, no de derecho laboral individual."
T-901/01,"llm_no_pertinente: El tema central es negación de prestación de salud (cirugía) por una EPS, que es seguridad social en salud, no litigio laboral individual entre empleador y trabajador."
T-842A/13,sin_texto_o_url_no_resuelve
T-025/02,"llm_no_pertinente: El caso versa sobre vía de hecho y congruencia procesal en una sentencia laboral, no sobre una relación laboral individual sustantiva; lo laboral es incidental al objeto central que es el control de constitucionalidad de decisiones judiciales."
T-925/10,"llm_no_pertinente: El tema central es pensión de sobrevivientes, que es materia de seguridad social pensional, no derecho laboral individual."
T-585/19,no_pasa_prefiltro_keywords
T-400/96,"llm_no_pertinente: El caso trata sobre procedimiento de tutela y principios procesales (reformatio in pejus), no sobre relación laboral individual. Menciona carrera administrativa y empleos públicos, que están excluidos del alcance CST."
T-203/13,"llm_no_pertinente: El tema central es pensión de vejez/invalidez y obligación alimentaria, ambos temas de seguridad social y derecho de familia, no relación laboral individual regida por CST."
T-956/03,"llm_no_pertinente: El caso trata sobre atención médica y seguridad social en salud de un ex-soldado en servicio militar obligatorio, no sobre una relación laboral individual regida por el CST. Además, el vínculo es con las Fuerzas Militares (régimen especial estatutario), no una relación laboral comercial."
T-633/06,"llm_no_pertinente: El caso trata sobre procesos ejecutivos hipotecarios y financiación de vivienda bajo la Ley 546 de 1999, materia de derecho civil/hipotecario, no sobre relación laboral individual regida por el Código Sustantivo del Trabajo."
T-888/99,"llm_no_pertinente: El tema central es pensión de invalidez (seguridad social), no relación laboral individual regida por CST."
T-284/95,no_pasa_prefiltro_keywords
T-789/14,"llm_no_pertinente: El tema central es pensión de invalidez (seguridad social), no relación laboral individual regida por CST."
T-503/97,no_pasa_prefiltro_keywords
T-045/16,"llm_no_pertinente: El tema central es derecho a la seguridad social en pensiones (pensión de vejez, jubilación, régimen de transición Ley 100 de 1993), no una relación laboral individual regida por el CST."
T-366/21,"llm_no_pertinente: El caso trata sobre derecho procesal penal (defensa técnica, debido proceso, doble conformidad en sentencia condenatoria), no sobre derecho laboral individual."
T-096/06,no_pasa_prefiltro_keywords
T-230/24,"llm_no_pertinente: El caso trata sobre procedimiento penal (incidente de reparación integral, medidas cautelares en proceso penal), no sobre relación laboral individual regida por el CST."
T-587/13,no_pasa_prefiltro_keywords
T-001/15,no_pasa_prefiltro_keywords
T-332/16,"llm_no_pertinente: El tema central es pensión (incremento pensional del 14%), que siempre excluye un caso del alcance laboral individual, independientemente de otros elementos nominalmente laborales presentes."
T-381/22,"llm_no_pertinente: El caso trata sobre la liquidación de una EPS (entidad promotora de salud) y seguridad social en salud, no sobre una relación laboral individual regida por el CST. Los accionantes son asociadas de la EPS, no trabajadores en relación de subordinación con un empleador."
T-038/22,"llm_no_pertinente: El caso trata sobre derechos a la educación y salud de menores con discapacidad, no sobre relaciones laborales individuales regidas por el CST."
T-606/16,"llm_no_pertinente: El caso trata sobre derecho a la salud y seguridad social en salud (programa de rehabilitación oral, suspensión de servicios de salud), no sobre relación laboral individual regida por el CST."
T-909/01,no_pasa_prefiltro_keywords
T-007/04,no_pasa_prefiltro_keywords
T-955/12,no_pasa_prefiltro_keywords
T-800/14,no_pasa_prefiltro_keywords
T-214/09,no_pasa_prefiltro_keywords
T-139/94,no_pasa_prefiltro_keywords
T-468/99,"llm_no_pertinente: El caso trata sobre cierre administrativo de fábrica por contaminación y debido proceso en actuación administrativa, no sobre relación laboral individual (contratación, salario, terminación, etc.)"
